8,68.18771362304688
9,30.994415283203125
10,17.642974853515625
11,10.728836059570312
12,9.298324584960938
13,8.106231689453125
14,28.133392333984375
15,31.709671020507812
16,115.63301086425781
17,48.160552978515625
18,46.73004150390625
19,58.88938903808594
20,92.74482727050781
21,94.17533874511719
22,119.20928955078125
23,96.32110595703125
24,144.2432403564453
25,414.84832763671875
26,157.83309936523438
27,155.44891357421875
28,67.71087646484375
29,226.73606872558594
30,1331.8061828613281
31,283.24127197265625
32,1942.8730010986328
33,21892.786026000977
34,17144.203186035156
35,19810.914993286133
36,22319.316864013672
37,21236.896514892578
38,14194.726943969727
39,17549.753189086914
40,18238.78288269043
41,20537.614822387695
42,23435.354232788086
43,22645.950317382812
44,23479.938507080078
45,29246.091842651367
46,30036.68785095215
47,29782.533645629883
48,30073.64273071289
49,33407.44972229004
50,30956.506729125977
51,40419.10171508789
52,37578.82118225098
53,41595.9358215332
54,43884.5157623291
55,50876.14059448242
56,45499.08638000488
57,61459.30290222168
58,79789.1616821289
59,76868.29566955566
60,76743.60275268555
61,44042.348861694336
62,121127.12860107422
63,130347.96714782715
64,135149.71733093262
65,142524.95765686035
66,177908.18214416504
67,155083.17947387695
68,224836.3494873047
69,204434.39483642578
70,276396.5129852295
71,308106.8992614746
72,319949.3885040283
73,435052.63328552246
74,232180.11856079102
75,481079.1015625
76,649565.9351348877
77,589733.1237792969
78,682950.2582550049
79,437306.40411376953
80,922872.3049163818
81,1274624.3476867676
82,1554389.476776123
83,1495467.6628112793
84,1452723.503112793
85,1816852.5695800781
86,2296213.388442993
87,2589758.3961486816
88,2265160.322189331
89,2306091.070175171
90,3718194.007873535
91,3647812.604904175
92,4053083.896636963
93,5558647.155761719
94,5293062.448501587
95,4211343.52684021
96,6937305.450439453
97,6168543.100357056
98,9815303.325653076
99,13462340.831756592
100,12774060.249328613
101,16331756.591796875
102,15326388.359069824
103,17841761.827468872
104,19572067.260742188
105,19595370.292663574
106,33341853.857040405
107,27535888.43345642
108,35137796.40197754
109,29968312.740325928
110,40730248.21281433
111,58905397.17674255
8,196.93374633789062
9,8.821487426757812
10,5.7220458984375
11,5.7220458984375
12,5.4836273193359375
13,13.828277587890625
14,9.059906005859375
15,15.497207641601562
16,276.5655517578125
17,30.040740966796875
18,864.2673492431641
19,40.76957702636719
20,56.98204040527344
21,22.649765014648438
22,101.32789611816406
23,47.44529724121094
24,22.411346435546875
25,67.23403930664062
26,32.18650817871094
27,259.16099548339844
28,443.45855712890625
29,175.95291137695312
30,59.604644775390625
31,94.17533874511719
32,380.51605224609375
33,7673.740386962891
34,370.025634765625
35,5108.118057250977
36,5181.789398193359
37,6421.327590942383
38,7071.018218994141
39,7052.898406982422
40,4831.790924072266
41,6886.720657348633
42,8017.539978027344
43,8622.884750366211
44,9959.220886230469
45,10620.355606079102
46,9956.35986328125
47,10818.004608154297
48,9362.936019897461
49,12527.227401733398
50,11654.61540222168
51,9757.99560546875
52,11647.224426269531
53,11204.242706298828
54,14494.180679321289
55,21438.5986328125
56,18537.282943725586
57,16784.9063873291
58,26710.987091064453
59,27220.487594604492
60,30624.866485595703
61,39049.14855957031
62,41923.52294921875
63,38385.868072509766
64,47699.4514465332
65,44466.257095336914
66,58700.0846862793
67,68494.31991577148
68,64266.204833984375
69,82346.67778015137
70,81720.59059143066
71,139627.45666503906
72,108637.33291625977
73,125691.65229797363
74,162618.39866638184
75,195142.7459716797
76,157572.50785827637
77,214254.14085388184
78,330785.27450561523
79,350667.23823547363
80,275382.99560546875
81,503635.1680755615
82,293587.20779418945
83,503361.46354675293
84,292580.84297180176
85,618811.1305236816
86,660173.4161376953
87,730586.7671966553
88,958445.5490112305
89,786585.3309631348
90,1030503.511428833
91,1206029.4151306152
92,1425957.202911377
93,1564898.0140686035
94,1740432.5008392334
95,1638683.795928955
96,2122193.8133239746
97,2568413.734436035
98,4852095.84236145
99,3533051.2523651123
100,3932774.066925049
101,7939634.561538696
102,4140542.507171631
103,7531434.535980225
104,8683859.10987854
105,7798671.722412109
106,7211693.286895752
107,10591222.286224365
108,15940030.813217163
109,22621458.768844604
110,14325945.138931274
111,20627678.155899048
